Datetime,Tweet Id,Text,Username,Predicted_label,Classifier_score,Predicted_sentiment,Sentiment_scores
2023-06-01 22:00:25+00:00,1664391477332410370,ABSOLUTELY READY FOR THE HOTTEST SHOW OF THE SUMMER TO TAKEOVER OUR LIVES IN 4 DAYS!! 8 weeks of greatness is coming and I’m so ready for it 😁😁 @LoveIsland #LoveIsland     #LoveIslandUK @MayaJama https://t.co/h1aKnifpfu,superpidge,nothate,0.9781838059425354,positive,0.990625262260437
2023-06-01 21:43:05+00:00,1664387112907440129,"Jeff &amp; Ash breakdown the Love Island UK 2023 cast profiles and predictions for the first couples on their podcast available to stream on all services 
#loveisland #loveislanduk #loveisland2023 #loveislanduk2023  #loveislandcast  #realitytv #realitytvpodcast #podcast #itv #itv2 https://t.co/bFDsYMoarv",reality_raving,nothate,0.9991555213928224,neutral,0.8270341157913208
2023-06-01 21:27:56+00:00,1664383303372120064,i really didn’t put much thought into it but this is what i’ve voted #LoveIsland #LoveIslandUK https://t.co/AbyZvOYgmR,hollytaliya,nothate,0.9970044493675232,neutral,0.7157188057899475
2023-06-01 19:18:56+00:00,1664350839429791744,"Just so no one is bamboozled, you have to vote for who each islander will be coupled up with!!!!!! I don’t want to hear any of this “omg who voted was there even a vote” on the first episode, pls #loveisland #loveislanduk https://t.co/lA1t4Vv9zj",Margjacquieline,nothate,0.9742478132247924,negative,0.6449376344680786
2023-06-01 18:23:10+00:00,1664336803048857614,"GET READY FOR SEASON 10! Check out my 'Love Island 2015-2023' playlist on Spotify! Every song featured from all 9 series! Over 3,900 hits &amp; 228 hours of music! Click the link below to listen! 

https://t.co/agtQqc8zZ8

#LoveIsland #LoveIslandUSA #LoveIslandAU #LoveIslandUK https://t.co/0EccOiS7lc",AndyPeden10,nothate,0.9993171691894532,positive,0.7778701782226562
2023-06-01 10:51:16+00:00,1664223077700452357,"Il a pas réussi à rentrer dans #LoveIslandFr , il raconte n’importe quoi et est rentré dans #loveislanduk #LoveIsland",boobalga112,nothate,0.9951966404914856,neutral,0.8386663794517517
2023-06-01 08:23:24+00:00,1664185868741931008,New Islander forced to comment from pre-villa lockdown over homophobic tweets #LoveIsland #LoveIsland2023 #LoveIslanduk #Lovelanduk2023 #georgefenson  https://t.co/sw7XCNgXpc,niallant3,nothate,0.90049809217453,negative,0.5630666613578796
2023-06-01 02:04:39+00:00,1664090550654435335,"Who do you think is getting coupled up together? Here’s my predictions 

 https://t.co/gEXiAHuV27

#LoveIsland #LoveIslandUK",LovelslandTea,nothate,0.99274879693985,neutral,0.8684134483337402
2023-06-01 01:41:52+00:00,1664084819762872321,Love Island UK season 10 islanders &amp; their instagrams #loveisland #loveislanduk  https://t.co/5byDei52xz,LovelslandTea,nothate,0.9987326264381408,neutral,0.855901300907135
2023-05-31 22:34:38+00:00,1664037697311129600,Oh lord. Already! #loveisland #loveislanduk  Seriously?!,bjpsgyal,nothate,0.99969744682312,negative,0.44357168674468994
2023-05-31 20:51:17+00:00,1664011692466946049,CALM DOWN YOU BRAINWASHED SNOWFLAKES &gt;&gt; Fans demand George is kicked off Love Island after vile Tweets revealed https://t.co/upIciHsjgV &lt;&lt; #LoveIsland #LoveIslandUK,ZingbotBaby,nothate,0.9271625280380248,negative,0.874549150466919
2023-05-31 18:46:16+00:00,1663980230388662273,"Davide went from total tool to my favorite cast member 😭 #tiramisu
#tiramisutomyheart #loveisland #loveislanduk @LoveIsland",JimTim_Slim,nothate,0.9977166652679444,positive,0.9536347389221191
2023-05-31 18:29:30+00:00,1663976007819296768,Downloading discord for #LoveIslandUK 🫶🏼🫶🏼🫶🏼,not_torideal,nothate,0.997877597808838,neutral,0.8393160700798035
2023-05-31 18:00:02+00:00,1663968592579403779,"Will you be watching the new series of Love Island? 🌴

Love Island starts next week but there's not been much hype over the new contestants.

#loveislanduk https://t.co/mJlqZe3Gxf",CuriouslyMedia,nothate,0.999428927898407,neutral,0.7624644637107849
2023-05-31 15:57:38+00:00,1663937790168506369,A couple that trains together stays together - Marcel Somerville  #marcelsomerville #gabbyallen #prettyface #picture #straightlegs #keeptheabstight  #chemistry  #loveisland #loveislanduk #loveislandmemes #loveislandseason3 #itswhatido  #prodingme #lovelingo #lovelingoland https://t.co/xUeyS6LDWJ,lovelingoland,nothate,0.9957579970359802,neutral,0.648351788520813
2023-05-31 13:00:49+00:00,1663893295448092674,"ELLA’S FRIEND SAID ELLA’S TYPE IS MORE TYRIQUE 

#Loveisland #loveislanduk",EllaDefender,nothate,0.9823671579360962,neutral,0.7185665965080261
2023-05-31 08:00:34+00:00,1663817732238848001,"Can we pick favs yet? 🏝️ Find out everything you need to know.

#Chattr #LoveIslandUK

https://t.co/pkmohYggd1",ChattrAU,nothate,0.991854190826416,neutral,0.8320028781890869
2023-05-30 22:10:46+00:00,1663669306683535363,ABSOLUTELY READY FOR THE HOTTEST SHOW OF THE SUMMER TO TAKEOVER OUR LIVES IN 6 DAYS!! 8 weeks of greatness is coming and I’m so ready for it 😁😁 @LoveIsland #LoveIsland   #LoveIslandUK @MayaJama https://t.co/84WXxxBNx6,superpidge,nothate,0.9843696355819702,positive,0.9907378554344177
2023-05-30 20:42:54+00:00,1663647194434654209,"LOVE ISLAND ZODIAC STAR SIGNS:
Ruchee - virgo
George - ?
Catherine - ?
Mehdi - ?
Molly - virgo
Tyrique - leo
Ella - taurus
Mitchel - gemini
Jess - virgo
André - taurus

#LoveIsland #loveislanduk",realitystrsigns,nothate,0.9980615973472596,neutral,0.7603523135185242
2023-05-30 20:24:48+00:00,1663642636979261445,"Love Island UK season 10 couple predictions #loveisland #loveislanduk #loveislandseason10
https://t.co/cbtN5ot5As",LovelslandTea,nothate,0.9979398846626282,neutral,0.8135024905204773
2023-05-30 18:23:16+00:00,1663612051485229056,runaway girls..whilst you still got the chance #loveislanduk,samsam28599123,nothate,0.8614484071731567,neutral,0.5690622329711914
2023-05-30 16:18:45+00:00,1663580717463351296,"Who wants to join a Ella gc on instagram

#Loveisland   #loveislanduk https://t.co/45ME8Gj0ng",EllaDefender,nothate,0.9954225420951844,neutral,0.8153932094573975
2023-05-30 15:05:52+00:00,1663562376443232259,"#loveislanduk EVERYONE IN THIS VILLA IS STUPID EXCEPT JESSIE, SHAQ AND TANYA",leafdatree,nothate,0.9922573566436768,negative,0.8905473947525024
2023-05-30 14:39:10+00:00,1663555657747034113,this is george’s ex girlfriend who made a titkok in december last year exposing him. seems like hes a terrible person. this is quite bad actually. #LoveIsland #LoveIslandUK https://t.co/VO1xgmiH1i,krystalxvc,nothate,0.7726305723190308,negative,0.9226083755493164
2023-05-30 13:41:55+00:00,1663541246982504450,Zakir e Qalbi Ke Ibtedayi Mehsoosat | Younus AlGohar | ALRA TV https://t.co/QkTPnlrdUF via @YouTube #ALRATV #GoharShahi #ifollowGoharShahi #ImamMehdiGoharShahi #KalkiAvatarGoharShahi #spirituality #Messiah #LoveIslandUK,sunnych65263598,nothate,0.9921507835388184,neutral,0.9217275977134705
2023-05-30 11:36:14+00:00,1663509619505876992,"Love Island fans are also getting the chance to vote for the first couples, after the success of the series before, with previous stars Andrew Le Page and Tasha Ghouri still going strong! 😍💕😘

#LoveIsland #LoveIsland2023 #LoveIslandUK 

https://t.co/ptk6F9H54U https://t.co/6viZBM2Nhr",dailystar,nothate,0.999200165271759,positive,0.966718852519989
2023-05-30 11:33:28+00:00,1663508924614561795,"Fans have also been begging the show to scrap influencers from the line-up and go back to the ""normal people"" who kickstarted the series. 🤩💕🌴

#LoveIsland #LoveIsland2023 #LoveIslandUK 

https://t.co/XKLnz3VOtS",dailystar,nothate,0.9881089329719543,positive,0.7954022288322449
2023-05-30 11:22:06+00:00,1663506063860158467,"The first batch of #LoveIsland  contestants have been revealed by ITV ahead of the tenth series, just days before the new Islanders jet off to the famous villa! 

Let's meet them! 😍☀️🌴😘

#LoveIsland #LoveIslandUK #LoveIsland2023

https://t.co/9DlY7BW41b https://t.co/p1fbKuGR42",dailystar,nothate,0.9994471669197084,positive,0.8996593356132507
2023-05-30 10:46:30+00:00,1663497103568429057,"What do you think about the upcoming 10th series of Love Island, will you be watching? 😍🌴💕💛☀️

#LoveIsland #LoveIslandUK #LoveIsland2023",MirrorCeleb,nothate,0.999060332775116,positive,0.9419036507606506
2023-05-30 10:43:23+00:00,1663496319824953344,"Can't wait? Get ready for the ultimate summer takeover show and test your knowledge with our Love Island quiz! 😍🌴💕🔥💛

#LoveIsland #LoveIslandUK #LoveIsland2023 

https://t.co/h8xljQsw8m",MirrorCeleb,nothate,0.99722820520401,positive,0.9787580966949463
2023-05-30 10:37:19+00:00,1663494792012091393,"Ella Thomas: The 23-year-old model, from Glasgow, has links to Hollywood! She starred in one of Brad Pitt's blockbuster movies and has also appeared in music videos! 📽️🌴 

Will the boys recognise her..? 🤩💕

#LoveIsland #LoveIslandUK #LoveIsland2023

https://t.co/TQtrDYt5gv https://t.co/m29x7HnyiN",MirrorCeleb,nothate,0.9988790154457092,positive,0.9479522705078125
2023-05-30 10:11:45+00:00,1663488358343929856,"Promo pics: However, #LoveIsland  fans have been left baffled as they complained that the islanders in the official line-up photos look like 'different people' in their Instagram profiles! 😳🤩☀️🌴

#LoveIsland #LoveIslandUK #LoveIsland2023 

https://t.co/D6cRH48fnM https://t.co/DYRTPSl5g3",MirrorCeleb,nothate,0.997734308242798,neutral,0.4934530556201935
2023-05-30 10:08:28+00:00,1663487532242173952,"The line-up: Yesterday we saw the full line-up of the first islanders heading into the villa - the new islanders include a footballer, estate agent, and a #CoronationStreet actress' daughter! 🤩⚽️😘

#LoveIsland #LoveIslandUK #Loveisland2023 

https://t.co/tbnnheIfJ2 https://t.co/Jtn7e4MsNl",MirrorCeleb,nothate,0.9993280172348022,positive,0.9704024195671082
2023-05-30 10:05:30+00:00,1663486787610726401,"The Villa: The villa in Palma Majorca has undergone lots of upgrades ready for the islanders arrival! 😍 From a brand new fire pit, solar panels added to the roof, new decking around the pool and a new outdoor kitchen! 🔥☀️🌴

#LoveIsland #LoveIslandUK

https://t.co/8y8Hfu4OyB https://t.co/K5duWH3z5L",MirrorCeleb,nothate,0.9990721940994264,positive,0.9775357842445374
2023-05-30 05:54:18+00:00,1663423570972745728,"Do you have a favorite islander yet? Here’s everyone &amp; their Instagrams 

 https://t.co/5byDei52xz

#LoveIsland #LoveIslandUK",LovelslandTea,nothate,0.997516393661499,neutral,0.5870336294174194
